;;;;;$910;1,5;
;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO 
\PROVISIONES\ABARROTES;BREAD PUMPERNICKEL 500 GR - PAN PUMPERNICKEL ;PKT;$0;0;$910;1,5;0
\PROVISIONES\ABARROTES;BREAD RYE SLICED WHOLE MEAL ORGANIC  500 GRS - PAN INTEGRAL RYE;PKT;$3.101;3,41;$910;1,5;5,11
\PROVISIONES\ABARROTES;BREAD SLICED MULTI GRAIN - MOLDE MULTIGRANO 620 GRS;PKT;$2.513;2,76;$910;1,5;4,14
\PROVISIONES\ABARROTES;BREAD TOAST - MOLDE 560 GRS;PKT;$2.290;2,52;$910;1,5;3,77
\PROVISIONES\ABARROTES;BREAD TORTILLA PACK X 8 UNID - TORTILLAS 350grs;PKT;$2.260;2,48;$910;1,5;3,73
\PROVISIONES\ABARROTES;BROWN RICE - ARROZ INTEGRAL;KG;$2.261;2,48;$910;1,5;3,73
\PROVISIONES\ABARROTES;BROWN SUGAR - AZUCAR RUBIA;KG;$2.261;2,48;$910;1,5;3,73
\PROVISIONES\ABARROTES;BULGUR - BULGOR;KG;$52.095;57,25;$910;1,5;85,87
\PROVISIONES\ABARROTES;BUN HOT DOG BREAD 8 PC - PAN HOT DOG 8 U fresh;PKT;$2.227;2,45;$910;1,5;3,67
\PROVISIONES\ABARROTES;BURGER BUN X 8 - PAN DE HAMBURGUESA X 8 fresh;PKT;$2.227;2,45;$910;1,5;3,67
\PROVISIONES\ABARROTES;BUTTER COOKIE - GALLETA MANTEQUILLA 140 GRS;GRS;$798;0,88;$910;1,5;1,32
\PROVISIONES\ABARROTES;BUTTER COOKING UNSALTED- MANTEQUILLA COCINAR;KG;$7.390;8,12;$910;1,5;12,18
\PROVISIONES\ABARROTES;BUCKWEATH FLOUR, TRIGO SARRACENO;KG;$6.298;6,92;$910;1,5;10,38
\PROVISIONES\ABARROTES;BUTTER UNSALTED 250 GR - MANT SIN SAL;UNIT;$1.775;1,95;$910;1,5;2,93
\PROVISIONES\ABARROTES;CALROSE RICE ;KG;$1.700;1,87;$910;1,5;2,8
\PROVISIONES\ABARROTES;CHOCOLATE SPREAD- CREAMA AVELLANA ECONOMICA 400GRS/TIN;BTL;$3.698;4,06;$910;1,5;6,1
\PROVISIONES\ABARROTES;CACAO MILO  POWDER 700 GRS - MILO;TIN ;$7.051;7,75;$910;1,5;11,62
\PROVISIONES\ABARROTES;CACAO MILO CHOCOLAT DRINK - MILO;KG;$8.564;9,41;$910;1,5;14,12
\PROVISIONES\ABARROTES;CACAO MILO CHOCOLATE DRINK 300 GR - MILO;BAG ;$3.101;3,41;$910;1,5;5,11
\PROVISIONES\ABARROTES;CAKE  ASSTD  - QUEQUES SURTIDOS 400 GRS;UNIT;$3.185;3,5;$910;1,5;5,25
\PROVISIONES\ABARROTES;CAKE CHRISTMAS - TORTA NAVIDAD;PCS;$23.529;25,86;$910;1,5;38,78
\PROVISIONES\ABARROTES;CAKE DECORATION COLOURED - DECORACION TORTA ;KG;$8.890;9,77;$910;1,5;14,65
\PROVISIONES\ABARROTES;CAKE CHOCOLATE - TORTA DE CHOCOLATE 15 PERSONAS;PCS;$23.529;25,86;$910;1,5;38,78
\PROVISIONES\ABARROTES;CAKE CARROT - TORTA DE ZANAHORIA 15 PERSONAS;PCS;$23.529;25,86;$910;1,5;38,78
\PROVISIONES\ABARROTES;CANOLA OIL - ACEITE CANOLA;LT;$3.269;3,59;$910;1,5;5,39
\PROVISIONES\ABARROTES;CAPERS - ALCAPARRAS 110 GRS;TIN;$2.244;2,47;$910;1,5;3,7
\PROVISIONES\ABARROTES;CARAMEL CAVENDISH 175GRS - CARAMELOS ;TIN;$2.177;2,39;$910;1,5;3,59
\PROVISIONES\ABARROTES;CARDAMON WHOLE - CARDAMOMO ENTERO;KG;$84.033;92,34;$910;1,5;138,52
\PROVISIONES\ABARROTES;CASHEW NUT 100 GR - CASTAÑAS DE CAJU 100 GRS;PKT;$1.770;1,95;$910;1,5;2,92
\PROVISIONES\ABARROTES;CASHEW NUTS - CASTAÑA DE CAJU;KG;$17.700;19,45;$910;1,5;29,18
\PROVISIONES\ABARROTES;CEREAL BARS LOCAL X 8 - BARRAS DE CEREAL X 8 UNI;PKT;$1.765;1,94;$910;1,5;2,91
\PROVISIONES\ABARROTES;CEREAL CHOCOLAT BALLS - CEREAL CHOCOLATE 300 GRS MILO;PKT;$3.017;3,32;$910;1,5;4,97
\PROVISIONES\ABARROTES;CEREAL OATMEAL - AVENA ;KG;$2.700;2,97;$910;1,5;4,45
\PROVISIONES\ABARROTES;CEREAL OATMEAL 400 GRS - AVENA ;PKT;$1.765;1,94;$910;1,5;2,91
\PROVISIONES\ABARROTES;CHEETOS 84 GR;PKT;$832;0,91;$910;1,5;1,37
\PROVISIONES\ABARROTES;CHEETOS 200GR;PKT;$1.253;1,38;$910;1,5;
\PROVISIONES\ABARROTES;CHEETOS 250 GR ;PKT;$1.673;1,84;$910;1,5;2,76
