;;;;;$ 920;1,50;
;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;COSTO NETO PESOS;PRECIO COSTO DÓLAR;VALOR DÓLAR $;PORCENTAJE;PRECIO VENTA NETO 
\PROVISIONES\FRUTAS Y VERDURAS;APPLE GREEN - MANZANA VERDE;KGS;$ 1.700;1,85;$ 920;1,50;2,77
\PROVISIONES\FRUTAS Y VERDURAS;APPLE RED - MANZANA ROJA;KGS;$ 1.700;1,85;$ 920;1,50;2,77
\PROVISIONES\FRUTAS Y VERDURAS;APRICOT - DAMASCO;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;ARTICHOKES - ALCACHOFAS;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;ASPARAGUS - ESPARRAGO;KGS;$ 7.145;7,77;$ 920;1,50;11,65
\PROVISIONES\FRUTAS Y VERDURAS;AVOCADO - PALTAS;KGS;$ 4.000;4,35;$ 920;1,50;6,52
\PROVISIONES\FRUTAS Y VERDURAS;BANANA - PLATANO;KGS;$ 1.500;1,63;$ 920;1,50;2,45
\PROVISIONES\FRUTAS Y VERDURAS;BANANA ORGANIC- PLATANO ORGANICO;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;BANANA FOR COOKING - PLATANO PARA COCINA;KGS;$ 1.680;1,83;$ 920;1,50;2,74
\PROVISIONES\FRUTAS Y VERDURAS;BASIL - ALBAHACA;KGS;$ 7.000;7,61;$ 920;1,50;11,41
\PROVISIONES\FRUTAS Y VERDURAS;BEANS STRING GREEN - POROTO VERDE;KGS;$ 2.500;2,72;$ 920;1,50;4,08
\PROVISIONES\FRUTAS Y VERDURAS;BEETROOTS - BETARRAGA;KGS;$ 1.000;1,09;$ 920;1,50;1,63
\PROVISIONES\FRUTAS Y VERDURAS;BERROS FRESH - BERROS;KGS;$ 8.000;8,70;$ 920;1,50;13,04
\PROVISIONES\FRUTAS Y VERDURAS;BLUEBERRIES FRESH - ARANDANOS;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;BROAD BEANS - HABAS FRESCAS;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;BROCCOLI - BROCOLI;KGS;$ 1.800;1,96;$ 920;1,50;2,93
\PROVISIONES\FRUTAS Y VERDURAS;BUTTER SQUASH - ZAPALLO;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;CABBAGE - REPOLLO;KGS;$ 600;0,65;$ 920;1,50;0,98
\PROVISIONES\FRUTAS Y VERDURAS;CABBAGE RED - REPOLLO MOR;KGS;$ 1.000;1,09;$ 920;1,50;1,63
\PROVISIONES\FRUTAS Y VERDURAS;BOK CHOY;KGS;$ 3.553;3,86;$ 920;1,50;5,79
\PROVISIONES\FRUTAS Y VERDURAS;MELONS SWEET- MELON;KGS;$ 2.600;2,83;$ 920;1,50;4,24
\PROVISIONES\FRUTAS Y VERDURAS;CARROTS - ZANAHORIA;KGS;$ 700;0,76;$ 920;1,50;1,14
\PROVISIONES\FRUTAS Y VERDURAS;CARROTS CUBE - ZANAHORIA EN CUBOS;KGS;;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;CAULIFLOWER - COLIFLOR;KGS;$ 1.000;1,09;$ 920;1,50;1,63
\PROVISIONES\FRUTAS Y VERDURAS;CELERY - APIO;KGS;$ 800;0,87;$ 920;1,50;1,30
\PROVISIONES\FRUTAS Y VERDURAS;CHERRY - GUINDA;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;CHICORY - ACHICOREA;KGS;$ 900;0,98;$ 920;1,50;1,47
\PROVISIONES\FRUTAS Y VERDURAS;CHILI VERY HOT SMALL - AJI CHICO PICANTE;KGS;$ 0;0,00;$ 920;1,50;0,00
\PROVISIONES\FRUTAS Y VERDURAS;CHILLI GREEN - AJI VERDE;KGS;$ 4.000;4,35;$ 920;1,50;6,52
\PROVISIONES\FRUTAS Y VERDURAS;CHILLI RED- AJI ROJO;KGS;$ 7.000;7,61;$ 920;1,50;11,41
