;;;;;$ 870;1,55;
;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO 
\PROVISIONES\LACTEOS;ALL PURPOSE CREAM - CREMA;LTS;$ 3.205;3,68;$ 870;1,55;5,71
\PROVISIONES\LACTEOS;BURSIN CHEESE CREAM - QUESO CREMA BURSIN;UNID;$ 1.681;1,93;$ 870;1,55;2,99
\PROVISIONES\LACTEOS;BUTHER UNSALTED - MANTEQUILLA SIN SAL;KGS;$ 7.790;8,95;$ 870;1,55;13,88
\PROVISIONES\LACTEOS;BUTHER WITH SALT - MANTEQUILLA CON SAL;KGS;$ 7.390;8,49;$ 870;1,55;13,17
\PROVISIONES\LACTEOS;CHAMITO 12 UNID;PKT;$ 4.033;4,64;$ 870;1,55;7,19
\PROVISIONES\LACTEOS;CHEDDAR CHEESE - QUESO CHEDAR;KGS;$ 8.900;10,23;$ 870;1,55;15,86
\PROVISIONES\LACTEOS;CHEESE BLUE - QUESO AZUL 100 grs;UNID;$ 2.904;3,34;$ 870;1,55;5,17
\PROVISIONES\ABARROTES;CHEESE BRIE - QUESO BRIE 125 GR;UNIDAD;$ 2.932;3,37;$ 870;1,55;5,22
\PROVISIONES\LACTEOS;CHEESE CAMEMBERT - QUESO CAMEMBERT 125 grs;UNID;$ 2.932;3,37;$ 870;1,55;5,22
\PROVISIONES\LACTEOS;CHEESE COTTAGE - QUESO COTTAGE 200 grs;UNID;$ 3.436;3,95;$ 870;1,55;6,12
\PROVISIONES\LACTEOS;CHEESE CREAM - QUESO CREMA;KGS;$ 7.110;8,17;$ 870;1,55;12,67
\PROVISIONES\LACTEOS;CHEESE CREAM WITH GARLIC - QUESO CON AJO 100GRS;UNIDAD;$ 1.930;2,22;$ 870;1,55;3,44
\PROVISIONES\LACTEOS;CHEESE CREAM WITH HERB - QUESO CREMA CON HIERBAS;UNIDAD;$ 1.681;1,93;$ 870;1,55;2,99
\PROVISIONES\LACTEOS;CHEESE EDAM - QUESO EDAM;KILO;$ 8.900;10,23;$ 870;1,55;15,86
\PROVISIONES\LACTEOS;CHEESE EMMENTAL - QUESO EMMENTAL;KILO;$ 21.764;25,02;$ 870;1,55;38,77
