;;;;;$ 930;1,55;;;;;;
;;;;;;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO ;;;;;
\PROVISIONES\ABARROTES;CACAO MILO CHOCOLATE DRINK 300 GR - MILO;BAG ;$ 3.101;3,33;$ 930;1,55;5,17;;;;;
\PROVISIONES\ABARROTES;CAKE  ASSTD  - QUEQUES SURTIDOS 400 GRS;UNIT;$ 3.017;3,24;$ 930;1,55;5,03;;;;;
\PROVISIONES\ABARROTES;CAKE CHRISTMAS - TORTA NAVIDAD;PCS;$ 22.800;24,52;$ 930;1,55;38,00;;;;;
\PROVISIONES\ABARROTES;CAKE VANILLA ;PCS;$ 2.625;2,82;$ 930;1,55;;;;;;
\PROVISIONES\ABARROTES;CAKE DECORATION COLOURED - DECORACION TORTA ;KGS;$ 8.890;9,56;$ 930;1,55;14,82;;;;;
\PROVISIONES\ABARROTES;CAKE MIX ASSTD 450 GR- TORTAS LISTA SURTIDAS;UNIT;$ 2.504;2,69;$ 930;1,55;4,17;;;;;
\PROVISIONES\ABARROTES;CAKE CHOCOLATE - TORTA DE CHOCOLATE 500 GR;PCS;$ 2.625;2,82;$ 930;1,55;4,38;;;;;
\PROVISIONES\ABARROTES;CAKE CHOCOLATE - TORTA DE CHOCOLATE 15 PERSONAS;PCS;$ 23.529;25,30;$ 930;1,55;39,22;;;;;
\PROVISIONES\ABARROTES;CAKE CARROT - TORTA DE ZANAHORIA 15 PERSONAS;PCS;$ 23.529;25,30;$ 930;1,55;39,22;;;;;
\PROVISIONES\ABARROTES;CANOLA OIL - ACEITE CANOLA;LTS;$ 3.352;3,60;$ 930;1,55;5,59;;;;;
\PROVISIONES\ABARROTES;CAPERS - ALCAPARRAS 110 GRS;TIN;$ 1.849;1,99;$ 930;1,55;3,08;;;;;
\PROVISIONES\ABARROTES;CAPERS - ALCAPARRAS 240 GRS;TIN;$ 2.513;2,70;$ 930;1,55;4,19;;;;;
\PROVISIONES\ABARROTES;CARAMEL CAVENDISH 175 GRS - CARAMELOS ;TIN;$ 2.428;2,61;$ 930;1,55;4,05;;;;;
\PROVISIONES\ABARROTES;CARDAMON WHOLE - CARDAMOMO ENTERO;KGS;$ 84.033;90,36;$ 930;1,55;140,06;;;;;
\PROVISIONES\ABARROTES;CASHEW NUT 100 GR - CASTAÑAS DE CAJU 100 GRS;PKT;$ 1.770;1,90;$ 930;1,55;2,95;;;;;
\PROVISIONES\ABARROTES;CASHEW NUTS - CASTAÑA DE CAJU;KGS;$ 17.700;19,03;$ 930;1,55;29,50;;;;;
\PROVISIONES\ABARROTES;CEREAL BARS LOCAL X 8 - BARRAS DE CEREAL X 8 UNI;PKT;$ 1.681;1,81;$ 930;1,55;2,80;;;;;
\PROVISIONES\ABARROTES;CEREAL CHOCOLAT POPS - CEREAL CHOCOLATE 300 GRS MILO;PKT;$ 3.026;3,25;$ 930;1,55;5,04;;;;;
\PROVISIONES\ABARROTES;CEREAL FRUIT & NUITS - CEREAL FIBRA Y FRUTA 350 GRS;PKT;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CEREAL OATMEAL - AVENA ;KGS;$ 3.278;3,52;$ 930;1,55;5,46;;;;;
\PROVISIONES\ABARROTES;CEREAL OATMEAL 400 GRS - AVENA ;PKT;$ 1.720;1,85;$ 930;1,55;2,87;;;;;
\PROVISIONES\ABARROTES;CHEESECAKE FRAMBUESA MARACUYA;UNI;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHEESECAKE RASPBERRY;PCS;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHEETOS 84 GR;PKT;$ 832;0,89;$ 930;1,55;1,39;;;;;
\PROVISIONES\ABARROTES;CHEETOS 280 GR ;PKT;$ 1.840;1,98;$ 930;1,55;3,07;;;;;
\PROVISIONES\ABARROTES;CHERRIES IN SYRUP - CEREZAS ALMIBAR 560 GRS;TIN;$ 2.513;2,70;$ 930;1,55;4,19;;;;;
\PROVISIONES\ABARROTES;CHERRIES MARRASCHINO 250 GRS;TIN;$ 2.522;2,71;$ 930;1,55;4,20;;;;;
\PROVISIONES\ABARROTES;CHEWABLES - MASTICABLES MENNTOS;PKT; $530 ;0,57;$ 930;1,55;0,88;;;;;
\PROVISIONES\ABARROTES;CHIA SEED - CHIA;KGS;$ 5.500;5,91;$ 930;1,55;9,17;;;;;
\PROVISIONES\ABARROTES;CHICK PEAS - GARBANZO;KGS;$ 2.941;3,16;$ 930;1,55;4,90;;;;;
\PROVISIONES\ABARROTES;CHICKEN BOUILLON - CONCENTRADO DE POLLO;KGS;$ 2.290;2,46;$ 930;1,55;3,82;;;;;
\PROVISIONES\ABARROTES;CHICKEN CUBES MAGGIE 1X12 ;PKT;$ 1.252;1,35;$ 930;1,55;2,09;;;;;
\PROVISIONES\ABARROTES;CHILI FLAKES - MERKEN 500GR;PKT;$ 9.250;9,95;$ 930;1,55;15,42;;;;;
\PROVISIONES\ABARROTES;CHILI POWDER - MERKEN;KGS;$ 7.600;8,17;$ 930;1,55;12,67;;;;;
\PROVISIONES\ABARROTES;CHILI GARLIC SAUCE - SALSA AJI Y AJO 368ML;BTL;$ 3.000;3,23;$ 930;1,55;5,00;;;;;
\PROVISIONES\ABARROTES;CHILI PICKLE 500ML;BTL;$ 0;0,00;$ 930;1,55;0,00;;;;;
\PROVISIONES\ABARROTES;CHILI SAUCE - SALSA AJI 100 ML;BTL;$ 2.436;2,62;$ 930;1,55;4,06;;;;;
