;;;;;$ 870;1,55;
;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;VALOR PESOS $;PRECIO COSTO NETO  ;TIPO CAMBIO $;PORCENTAJE;PRECIO VENTA NETO 
\PROVISIONES\TOSTADURIA;HONEY ROASTED PEANUT – MANÍ CON MIEL;GRS; $4.202 ;$ 4,83;$ 870;1,55;7,49
\PROVISIONES\TOSTADURIA;FLAVORED CANDIED PEANUT – MANÍ CONFITADO SABORES;GRS; $5.210 ;$ 5,99;$ 870;1,55;9,28
\PROVISIONES\TOSTADURIA;CRUNCHY PEANUT SALTED / MERKÉN / ONION – MANÍ CROCANTE SALADA / MERKÉN / CEBOLLA;GRS; $6.723 ;$ 7,73;$ 870;1,55;11,98
\PROVISIONES\TOSTADURIA;MERKÉN PEANUT – MANÍ MERKÉN;GRS; $4.622 ;$ 5,31;$ 870;1,55;8,23
\PROVISIONES\TOSTADURIA;ROASTED PEANUT SALTED OR NATURAL – MANÍ TOSTADO SALADO O NATURAL;GRS; $4.034 ;$ 4,64;$ 870;1,55;7,19
\PROVISIONES\TOSTADURIA;ROASTED PEANUT SALTED OR NATURAL 180G – MANÍ TOSTADO SALADO O NATURAL 180GR;GRS; $782 ;$ 0,90;$ 870;1,55;1,39
\PROVISIONES\TOSTADURIA;19CM EMPANADA DOUGH 10U – MASA EMPANADA 19CM 10U;GRS; $2.437 ;$ 2,80;$ 870;1,55;4,34
\PROVISIONES\TOSTADURIA;14CM EMPANADA DOUGH 10U – MASA EMPANADA 14CM 10U;GRS; $2.101 ;$ 2,41;$ 870;1,55;3,74
\PROVISIONES\TOSTADURIA;DRIED MELON – MELÓN DESHIDRATADO;GRS; $10.084 ;$ 11,59;$ 870;1,55;17,97
\PROVISIONES\TOSTADURIA;SMOKED MERKÉN – MERKÉN AHUMADO;GRS; $7.563 ;$ 8,69;$ 870;1,55;13,47
\PROVISIONES\TOSTADURIA;HONEY – MIEL;GRS; $6.303 ;$ 7,24;$ 870;1,55;11,23
\PROVISIONES\TOSTADURIA;3-FRUIT MIX (PEANUTS, RAISINS, ALMONDS) 1KG – MIX 3 FRUTOS (MANÍ, PASAS, ALMENDRAS) 1KG;GRS; $8.235 ;$ 9,47;$ 870;1,55;14,67
\PROVISIONES\TOSTADURIA;3-FRUIT MIX (PEANUTS, RAISINS, ALMONDS) 150G – MIX 3 FRUTOS (MANÍ, PASAS, ALMENDRAS) 150GR;GRS; $1.336 ;$ 1,54;$ 870;1,55;2,38
\PROVISIONES\TOSTADURIA;3-FRUIT MIX (PEANUTS, WALNUTS, ALMONDS) 150G – MIX 3 FRUTOS (MANÍ, NUEZ, ALMENDRAS) 150GR;GRS; $1.412 ;$ 1,62;$ 870;1,55;2,52
\PROVISIONES\TOSTADURIA;3-FRUIT MIX (PEANUTS, WALNUTS, ALMONDS) 200G – MIX 3 FRUTOS (MANÍ, NUEZ, ALMENDRAS) 200GR;GRS; $1.849 ;$ 2,13;$ 870;1,55;3,29
\PROVISIONES\TOSTADURIA;3-FRUIT MIX (WALNUT, ALMOND, PEANUT) – MIX 3 FRUTOS (NUEZ, ALMENDRA, MANÍ);GRS; $8.487 ;$ 9,76;$ 870;1,55;15,12
\PROVISIONES\TOSTADURIA;DRIED FRUIT MIX (CUBES) – MIX FRUTOS DESHIDRATADOS (CUBOS);GRS; $11.345 ;$ 13,04;$ 870;1,55;20,21
\PROVISIONES\TOSTADURIA;WHOLE YELLOW MUSTARD SEEDS – MOSTAZA AMARILLA ENTERA;GRS; $8.403 ;$ 9,66;$ 870;1,55;14,97
\PROVISIONES\TOSTADURIA;WHOLE BLACK MUSTARD SEEDS – MOSTAZA NEGRA ENTERA;GRS; $8.403 ;$ 9,66;$ 870;1,55;14,97
\PROVISIONES\TOSTADURIA;COOKED GRAIN (MOTE) – MOTE;GRS; $2.017 ;$ 2,32;$ 870;1,55;3,59
\PROVISIONES\TOSTADURIA;WALNUT – NUEZ;GRS; $10.252 ;$ 11,78;$ 870;1,55;18,27
\PROVISIONES\TOSTADURIA;WALNUT WITH SHELL – NUEZ CON CÁSCARA;GRS; $5.042 ;$ 5,80;$ 870;1,55;8,98
\PROVISIONES\TOSTADURIA;WHOLE NUTMEG – NUEZ MOSCADA ENTERA;GRS; $23.109 ;$ 26,56;$ 870;1,55;41,17
\PROVISIONES\TOSTADURIA;NUTMEG POWDER – NUEZ MOSCADA POLVO;GRS; $23.529 ;$ 27,04;$ 870;1,55;41,92
\PROVISIONES\TOSTADURIA;WHOLE OREGANO – ORÉGANO ENTERO;GRS; $6.723 ;$ 7,73;$ 870;1,55;11,98
\PROVISIONES\TOSTADURIA;OREGANO POWDER – ORÉGANO POLVO;GRS; $6.723 ;$ 7,73;$ 870;1,55;11,98
\PROVISIONES\TOSTADURIA;CHOCOLATE STICKS – PALITOS DE CHOCOLATE;GRS; $4.370 ;$ 5,02;$ 870;1,55;7,79
\PROVISIONES\TOSTADURIA;COLORED CANDY STICK – PALITO DE COLORES;GRS; $4.370 ;$ 5,02;$ 870;1,55;7,79
\PROVISIONES\TOSTADURIA;DRIED PAPAYA – PAPAYA DESHIDRATADA;GRS; $10.084 ;$ 11,59;$ 870;1,55;17,97
\PROVISIONES\TOSTADURIA;SWEET PAPRIKA (80 ASTA) – PAPRIKA DULCE (80 ASTA);GRS; $5.042 ;$ 5,80;$ 870;1,55;8,98
\PROVISIONES\TOSTADURIA;SPECIAL PAPRIKA (120 ASTA) – PAPRIKA ESPECIAL (120 ASTA);GRS; $5.882 ;$ 6,76;$ 870;1,55;10,48
\PROVISIONES\TOSTADURIA;PREMIUM PAPRIKA (180 ASTA) – PAPRIKA PREMIUM (180 ASTA);GRS; $6.723 ;$ 7,73;$ 870;1,55;11,98
\PROVISIONES\TOSTADURIA;CHOCOLATE-COATED RAISINS – PASAS CON CHOCOLATE;GRS; $6.723 ;$ 7,73;$ 870;1,55;11,98
\PROVISIONES\TOSTADURIA;CORINTO RAISINS – PASAS CORINTO;GRS; $4.118 ;$ 4,73;$ 870;1,55;7,34
\PROVISIONES\TOSTADURIA;GOLDEN RAISINS – PASAS DORADA;GRS; $3.866 ;$ 4,44;$ 870;1,55;6,89
\PROVISIONES\TOSTADURIA;BLACK RAISINS – PASAS NEGRAS;GRS; $3.445 ;$ 3,96;$ 870;1,55;6,14
\PROVISIONES\TOSTADURIA;LIGHT RAISINS – PASAS RUBIAS;GRS; $6.555 ;$ 7,53;$ 870;1,55;11,68
\PROVISIONES\TOSTADURIA;PUMPKIN SEEDS – PEPA DE ZAPALLO;GRS; $8.403 ;$ 9,66;$ 870;1,55;14,97
\PROVISIONES\TOSTADURIA;GHERKIN / PICKLED CUCUMBER – PEPINILLO;GRS; $5.462 ;$ 6,28;$ 870;1,55;9,73
\PROVISIONES\TOSTADURIA;DILL GHERKIN – PEPINILLO DILL;GRS; $5.462 ;$ 6,28;$ 870;1,55;9,73
\PROVISIONES\TOSTADURIA;PICKLE – PICKLE;GRS; $5.714 ;$ 6,57;$ 870;1,55;10,18
\PROVISIONES\TOSTADURIA;WHOLE GREEN PEPPERCORN – PIMIENTA VERDE ENTERA;GRS; $26.891 ;$ 30,91;$ 870;1,55;47,91
\PROVISIONES\TOSTADURIA;WHOLE WHITE PEPPER – PIMIENTA BLANCA ENTERA;GRS; $24.790 ;$ 28,49;$ 870;1,55;44,17
\PROVISIONES\TOSTADURIA;WHITE PEPPER POWDER – PIMIENTA BLANCA POLVO;GRS; $25.126 ;$ 28,88;$ 870;1,55;44,76
\PROVISIONES\TOSTADURIA;WHOLE BLACK PEPPER – PIMIENTA NEGRA ENTERA;GRS; $16.807 ;$ 19,32;$ 870;1,55;29,94
