;;;;;$ 920;1,50;;;;
;;;;;;;;;;
FAMILIA PRODUCTOS;DESCRIPCIÓN;UNIDAD DE MEDIDA;COSTO NETO PESOS;PRECIO COSTO DÓLAR;VALOR DÓLAR $;PORCENTAJE;PRECIO VENTA NETO ;;;
\PROVISIONES\BEBESTIBLES;CORONA 330 ML BTLL;BTLL;$ 830;0,90;$ 920;1,50;1,35;;;
\PROVISIONES\BEBESTIBLES;CRANBERRY JUICE - JUGO CRANBERRY;LTR;$ 2.218;2,41;$ 920;1,50;3,62;;;
\PROVISIONES\BEBESTIBLES;CRISTAL 330 ML TIN;TIN;$ 663;0,72;$ 920;1,50;1,08;;;
\PROVISIONES\BEBESTIBLES;EXPORTACION RED WINE;BTLL;$ 1.690;1,84;$ 920;1,50;2,76;;;
\PROVISIONES\BEBESTIBLES;FANTA 1.5 LT;UNID;$ 1.672;1,82;$ 920;1,50;2,73;;;
\PROVISIONES\BEBESTIBLES;GATO TETRA 2 LT;TETRA;$ 2.857;3,11;$ 920;1,50;4,66;;;
\PROVISIONES\BEBESTIBLES;GATO WINE 700 CC ;BTLL;$ 1.932;2,10;$ 920;1,50;3,15;;;
\PROVISIONES\BEBESTIBLES;GATORADE 500 ML UNIDAD;BTLL;$ 942;1,02;$ 920;1,50;1,54;;;
\PROVISIONES\BEBESTIBLES;GATORADE 1 LTR;BTLL;$ 1.337;1,45;$ 920;1,50;2,18;;;
\PROVISIONES\BEBESTIBLES;GRANADINA;LTS;$ 0;0,00;$ 920;1,50;0,00;;;
\PROVISIONES\BEBESTIBLES;GRAPEFRUIT JUICE 100% - JUGO DE POMELO;LTS;$ 4.193;4,56;$ 920;1,50;6,84;;;
\PROVISIONES\BEBESTIBLES;HEINEKEN 0 ALCOHOL 350 CC;TIN;$ 915;0,99;$ 920;1,50;1,49;;;
\PROVISIONES\BEBESTIBLES;JOHNIE WALKER RED LABEL WHISKY;BTLL;$ 10.084;10,96;$ 920;1,50;16,44;;;
\PROVISIONES\BEBESTIBLES;JUICE 100% PINEAPPLE - JUGO 100% PIÑA;LTR;$ 3.865;4,20;$ 920;1,50;6,30;;;
\PROVISIONES\BEBESTIBLES;JUICE ORANGE BANANA - JUGO NARANJA PLATANO;LTR;$ 1.059;1,15;$ 920;1,50;1,73;;;
\PROVISIONES\BEBESTIBLES;JUICE TUTTIFRUIT - JUGO TUTTIFRUTA;LTR;$ 1.059;1,15;$ 920;1,50;1,73;;;
\PROVISIONES\BEBESTIBLES;JUICE TUTTIKIWI;LTS;$ 1.059;1,15;$ 920;1,50;1,73;;;
\PROVISIONES\BEBESTIBLES;LEON TARAPACA CABERNET 750 CC;BTLL;$ 1.790;1,95;$ 920;1,50;2,92;;;
\PROVISIONES\BEBESTIBLES;LEON TARAPACA CARMENERE 750 CC;BTLL;$ 1.790;1,95;$ 920;1,50;2,92;;;
\PROVISIONES\BEBESTIBLES;LIMON SODA 24*330ML;CAJA;$ 15.800;17,17;$ 920;1,50;25,76;;;
\PROVISIONES\BEBESTIBLES;LOCAL WINE RED - VINO TINTO 5LT;BIDON;$ 6.890;7,49;$ 920;1,50;11,23;;;
\PROVISIONES\BEBESTIBLES;MANGO JUICE - JUGO DE MANGO 0 % sugar;LTS;$ 1.290;1,40;$ 920;1,50;2,10;;;
\PROVISIONES\BEBESTIBLES;MANGO SOUR 700ML;BTLL;$ 4.361;4,74;$ 920;1,50;7,11;;;
\PROVISIONES\BEBESTIBLES;MANQUEHUITO 800 CC ASSORTED;BTLL;$ 1.352;1,47;$ 920;1,50;2,20;;;
\PROVISIONES\BEBESTIBLES;MARQUEZ DE CONCHA CABERNET;BTLL;$ 9.850;10,71;$ 920;1,50;16,06;;;
\PROVISIONES\BEBESTIBLES;MIGUEL TORRES CABERNET SAUVIGNON;BTLL;$ 6.490;7,05;$ 920;1,50;10,58;;;
\PROVISIONES\BEBESTIBLES;MINERAL WATER 5 LT;BTLL;$ 1.490;1,62;$ 920;1,50;2,43;;;
\PROVISIONES\BEBESTIBLES;MINERAL WATER 500 ML;BTLL;$ 320;0,35;$ 920;1,50;0,52;;;
\PROVISIONES\BEBESTIBLES;MINERAL WATER 500 ML X 12 - AGUA MINERAL 500 ML X 12 U;PACK;$ 3.840;4,17;$ 920;1,50;6,26;;;
\PROVISIONES\BEBESTIBLES;MISIONES DE RENGO  750 CC;BTLL;$ 2.380;2,59;$ 920;1,50;3,88;;;
\PROVISIONES\BEBESTIBLES;MISIONES DE RENGO VARIETAL CABERNET ;BTLL;$ 2.065;2,24;$ 920;1,50;3,37;;;
\PROVISIONES\BEBESTIBLES;ORANGE JUICE-JUGO NARANJA 100%;LTR;$ 3.865;4,20;$ 920;1,50;6,30;;;
\PROVISIONES\BEBESTIBLES;PEPSI COLA 24 X 330 ML;CAJA;$ 15.800;17,17;$ 920;1,50;25,76;;;
\PROVISIONES\BEBESTIBLES;PINOT RED WINE;BTLL;$ 2.490;2,71;$ 920;1,50;4,06;;;
\PROVISIONES\BEBESTIBLES;PISCO 40º - PISCO ALTO DEL CARMEN;BTLL;$ 5.958;6,48;$ 920;1,50;9,71;;;
\PROVISIONES\BEBESTIBLES;PISCO ALTO DEL CARMEN RESERVADO 40 %;BTLL;$ 6.715;7,30;$ 920;1,50;10,95;;;
\PROVISIONES\BEBESTIBLES;PISCO MISTRAL 35;BTLL;$ 5.875;6,39;$ 920;1,50;9,58;;;
\PROVISIONES\BEBESTIBLES;PISCO SOUR 750 ML - ALCOHOL;UNID;$ 3.868;4,20;$ 920;1,50;6,31;;;
\PROVISIONES\BEBESTIBLES;POWERADE BLUE 1 LT X 6 UN;BOX;$ 5.694;6,19;$ 920;1,50;9,28;;;
\PROVISIONES\BEBESTIBLES;RED WINE IN PLASTIC 5 LT;BTLL;$ 5.798;6,30;$ 920;1,50;9,45;;;
\PROVISIONES\BEBESTIBLES;ROSE CHILE 750 CC;BTL;$ 3.697;4,02;$ 920;1,50;6,03;;;
\PROVISIONES\BEBESTIBLES;SANTA EMILIANA ROSE WINE BTLL;BTLL;$ 2.226;2,42;$ 920;1,50;3,63;;;
\PROVISIONES\BEBESTIBLES;SANTA HELENA WINE 1 LT - VINO;BTLL;$ 1.672;1,82;$ 920;1,50;2,73;;;
\PROVISIONES\BEBESTIBLES;SIERRA MORENA RON;BTLL;$ 4.530;4,92;$ 920;1,50;7,39;;;
\PROVISIONES\BEBESTIBLES;SMIRNOFF 750 CC;BTLL;$ 5.873;6,38;$ 920;1,50;9,58;;;
\PROVISIONES\BEBESTIBLES;SPRITE 1,5 LTS;BTLL;$ 1.680;1,83;$ 920;1,50;2,74;;;
\PROVISIONES\BEBESTIBLES;SPRITE LATA;TIN;$ 541;0,59;$ 920;1,50;0,88;;;
\PROVISIONES\BEBESTIBLES;STRAWBERRY JUICE - JUGO DE FRUTILLA;LTS;$ 1.058;1,15;$ 920;1,50;1,73;;;
\PROVISIONES\BEBESTIBLES;TARAPACA GRAN RESERVA RED - VINO TINTO;BTLL;$ 7.805;8,48;$ 920;1,50;12,73;;;
\PROVISIONES\BEBESTIBLES;TEQUILA SOMBRERO NEGRO 750 ML;BTLL;$ 0;0,00;$ 920;1,50;0,00;;;
\PROVISIONES\BEBESTIBLES;TOCORNAL RED WINE 5 LTS - VINO TOCORNAL TINTO 5 LTS;BIDON;$ 57.840;62,87;$ 920;1,50;94,30;;;
\PROVISIONES\BEBESTIBLES;TONIC WATER- AGUA TONICA 24 X 330ML;CS;$ 0;0,00;$ 920;1,50;0,00;;;
\PROVISIONES\BEBESTIBLES;TORRE 10 BRANDY;BTLL;$ 11.345;12,33;$ 920;1,50;18,50;;;
\PROVISIONES\BEBESTIBLES;VINO 120 3 MEDALLAS;BTL;$ 2.268;2,47;$ 920;1,50;3,70;;;
\PROVISIONES\BEBESTIBLES;VINO 120 RESERVA ESPECIAL 750 CC;LTS;$ 2.932;3,19;$ 920;1,50;4,78;;;
\PROVISIONES\BEBESTIBLES;VINO 120 RESERVA ESPECIAL CABERNET 750 CC;BTLL;$ 2.956;3,21;$ 920;1,50;4,82;;;
\PROVISIONES\BEBESTIBLES;VINO CASA SILVA RESERVA 750CC;BTLL;$ 5.450;5,92;$ 920;1,50;8,89;;;
\PROVISIONES\BEBESTIBLES;VINO CASA SILVA RESERVA CHARDONAY;BTLL;$ 5.450;5,92;$ 920;1,50;8,89;;;
\PROVISIONES\BEBESTIBLES;VINO CASA SILVA RESERVA MALBEC;BTLL;$ 5.450;5,92;$ 920;1,50;8,89;;;
\PROVISIONES\BEBESTIBLES;VINO CASA SILVA RESERVA MERLOT;BTLL;$ 5.450;5,92;$ 920;1,50;8,89;;;
\PROVISIONES\BEBESTIBLES;VINO CASA SILVA RESERVA PINOT NOIR;UNID;$ 5.450;5,92;$ 920;1,50;8,89;;;
\PROVISIONES\BEBESTIBLES;VINO COUSIÑO MACUL DON LUIS CABERNET ;BTLL;$ 3.232;3,51;$ 920;1,50;5,27;;;
\PROVISIONES\BEBESTIBLES;VINO CAUSIÑO MACUL CHARDONAY 750 CC DON LUIS ;BTLL;$ 3.857;4,19;$ 920;1,50;6,29;;;
\PROVISIONES\BEBESTIBLES;VINO CAUSIÑO MACUL DON LUIS 750CC;UNID;$ 3.857;4,19;$ 920;1,50;6,29;;;
\PROVISIONES\BEBESTIBLES;VINO CAUSIÑO MACUL MERLOT 750 CC;BTLL;$ 3.857;4,19;$ 920;1,50;6,29;;;
\PROVISIONES\BEBESTIBLES;VINO GATO VARIETAL CABERNET 700 CC;BTLL;$ 1.684;1,83;$ 920;1,50;2,75;;;
\PROVISIONES\BEBESTIBLES;VINO GATO VARIETAL CARMENERE 700 CC;BTLL;$ 1.684;1,83;$ 920;1,50;2,75;;;
\PROVISIONES\BEBESTIBLES;VINO GATO PREMIUM CABERNET 750 CC;BTLL;$ 2.008;2,18;$ 920;1,50;3,27;;;
\PROVISIONES\BEBESTIBLES;VINO LAS MULAS RESERVA 750 CC CABERNET;BTLL;$ 5.210;5,66;$ 920;1,50;8,49;;;
\PROVISIONES\BEBESTIBLES;VINO MARQUEZ DE CASA 750CC;UNID;$ 9.850;10,71;$ 920;1,50;16,06;;;
\PROVISIONES\BEBESTIBLES;VINO MARQUEZ DE CASA CONCHA CABERNET;BTLL;$ 9.850;10,71;$ 920;1,50;16,06;;;
\PROVISIONES\BEBESTIBLES;VINO MARQUEZ DE CASA CONCHA CARMENERE;BTLL;$ 9.850;10,71;$ 920;1,50;16,06;;;
\PROVISIONES\BEBESTIBLES;VINO MARQUEZ DE CASA CONCHA CHARDONAY;BTLL;$ 9.850;10,71;$ 920;1,50;16,06;;;
\PROVISIONES\BEBESTIBLES;VINO MARQUEZ DE CASA CONCHA SAUVIGNON BLANC;BTLL;$ 9.850;10,71;$ 920;1,50;16,06;;;
\PROVISIONES\BEBESTIBLES;VINO MONTES ALPHA CABERNET 13.5° 750 CC;BTLL;$ 10.271;11,16;$ 920;1,50;16,75;;;
\PROVISIONES\BEBESTIBLES;VINO SANTA CAROLINA 3 EST CABERNET;BTLL;$ 1.933;1933,00;$ 1;1,50;2899,50;;;
\PROVISIONES\BEBESTIBLES;VINO SANTA CAROLINA 3 EST CARMENERE;BTLL;$ 1.933;1933,00;$ 1;1,50;2899,50;;;
\PROVISIONES\BEBESTIBLES;VINO SANTA CAROLINA 3 ESTRELLAS 700 CC;BTLL;$ 1.933;1933,00;$ 1;1,50;2899,50;;;
\PROVISIONES\BEBESTIBLES;VINO SANTA DIGNA RES 700;BTLL;$ 6.470;6470,00;$ 1;1,50;9705,00;;;
\PROVISIONES\BEBESTIBLES;VINO SANTA EMILIANA CHARDONAY;BTLL;$ 2.226;2226,00;$ 1;1,50;3339,00;;;
\PROVISIONES\BEBESTIBLES;VINO SANTA EMILIANA MERLOT;BTLL;$ 2.226;2226,00;$ 1;1,50;3339,00;;;
\PROVISIONES\BEBESTIBLES;VINO UNDURRAGA RHIN 750;BTLL;$ 2.512;2512,00;$ 1;1,50;3768,00;;;
\PROVISIONES\BEBESTIBLES;VITAL SIN GAS X06 1.600 CC;BOX;$ 3.005;3005,00;$ 1;1,50;4507,50;;;
\PROVISIONES\BEBESTIBLES;VODKA ABSOLUT CITRON;BTLL;$ 9.780;9780,00;$ 1;1,50;14670,00;;;
\PROVISIONES\BEBESTIBLES;WHISKEY CHEAP PRICE;BTLL;$ 4.450;4450,00;$ 1;1,50;6675,00;;;
\PROVISIONES\BEBESTIBLES;WHISKY JACK DANIELS;BTLL;$ 20.400;20400,00;$ 1;1,50;30600,00;;;
\PROVISIONES\BEBESTIBLES;WINE CASINO MACUL DON LUIS RED - VINO CASINO MACUL DON LUIS TINTO;BTL;$ 4.865;4865,00;$ 1;1,50;7297,50;;;
\PROVISIONES\BEBESTIBLES;WINE CAUSIÑO MACUL CABERNET;BTLL;$ 4.865;4865,00;$ 1;1,50;7297,50;;;
\PROVISIONES\BEBESTIBLES;WINE CAUSIÑO MACUL SAUVIGNON;BTLL;$ 4.865;4865,00;$ 1;1,50;7297,50;;;
\PROVISIONES\BEBESTIBLES;WINE GRAN TARAPACA 750 CC - VINO;BTL;$ 2.865;2865,00;$ 1;1,50;4297,50;;;
\PROVISIONES\BEBESTIBLES;WINE GRAN TARAPACA CABERNET;BTLL;$ 2.865;2865,00;$ 1;1,50;4297,50;;;
\PROVISIONES\BEBESTIBLES;WINE GRAN TARAPACA CHARDONAY;BTLL;$ 2.865;2865,00;$ 1;1,50;4297,50;;;
\PROVISIONES\BEBESTIBLES;WHATSS;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
